商品分类,商品id,商品名称,品牌名称,机型,店铺名称,商家名称,商品押金,租赁价格/天,买断价
手机,333064,95新 小米MIX Fold2 轻薄折叠 双卡双待5G手机,小米,小米MIX FOLD2,海扬腾懿星耀商城,内蒙古海扬腾懿科技有限公司,6000.00,13.97,8340.00
手机,358718,小米13Ultra 徕卡光学全焦段四摄 第二代骁龙8处理器,小米,小米13 Ultra,租啊,北京创杰设备租赁有限公司,6599.00,17.34,0.00
手机,311210,小米12 骁龙8处理器5G手机配件快充充电器,小米,小米12,今日租机,永修县悟空通讯营业部,1500.00,5.88,3221.00
手机,246015,小米9se 双卡双待   智能拍照游戏手机,小米,小米9 SE,租啊,北京创杰设备租赁有限公司,644.00,2.11,900.00
手机,290133,九成新小米6 分辨率是19201080 骁龙835处理器包邮,小米,小米6,云尚租机,深圳市龙岗区华盛达通讯产品商行,480.00,1.78,890.00
手机,300227,95新 小米11ultra 至尊 陶瓷工艺 5G全网通,小米,小米11 Ultra,斑马租赁,四川畅享缤纷科技有限公司,3000.00,6.30,3900.00
手机,343703, 95新小米11 5G 游戏手机 55W快充 全网通二手手机,小米,小米11,人人租精选商城,佛山租事会社科技有限公司,1520.00,3.50,2020.00
手机,205570,小米8 全网通4G高通骁龙845全面屏游戏手机,小米,小米8,畅租畅享,北京猴小子科技有限公司,800.00,2.41,0.00
手机,333483,严选9新 小米6手机三网通工作机 量大可优惠 可短租 ,小米,小米6,人人租精选商城,苏州鑫腾达租赁有限公司,450.00,1.37,794.00
手机,328965,小米9 手机骁龙855水滴全面屏4800万三摄拍照 ,小米,小米9,时代租机,广东卓熠物业投资有限公司,800.00,2.09,1299.00
手机,276563,99新小米12X  12X 5G 手机下单立即发货,小米,小米12X,友和通讯,湘潭市雨湖区友和通讯器材经营部,2599.00,4.23,2500.00
手机,337451,99新国行小米12S 骁龙8+处理器 全新正品,小米,小米12S,长鸿租机,云龙区轩然德电脑耗材经营部,3000.00,16.66,5500.00
手机,293713,小米13 Pro 徕卡光学镜头 第二代骁龙8处理器 2K曲面,小米,小米13 Pro,天语租机,北京茗飞设备租赁中心,4740.00,10.01,5936.00
手机,237665,小米8se 4G手机  双卡双待 企业工作室可批量,小米,小米8 SE,短租王,北京茗飞设备租赁中心,600.00,1.91,900.00
手机,179261,95新小米10S 5G全网通 赠送配件 顺丰包邮,小米,小米10S,荣华租赁,深圳市福田区黄生租赁商行,1650.00,3.56,2180.00
手机,329002,小米10S 5G手机 骁龙870 哈曼卡顿对称式双扬立体声,小米,小米10S,时代租机,广东卓熠物业投资有限公司,2899.00,3.71,2750.00
手机,315961,95新国行 小米MIX FDLD 5G全网通 折叠手机,小米,小米MIX FOLD,鑫盛租赁旗舰店,东兴市鑫盛贸易有限公司,3900.00,9.28,6405.00
手机,256128,95新 小米10S 曼哈卡顿对称式双扬立体声 正品包邮赠壳膜,小米,小米10S,缤纷数码,武汉市畅享缤纷科技有限公司,1800.00,3.56,2200.00
手机,340683,95新小米10至尊纪念版骁龙865全网5G办公手机指纹解锁,小米,小米10 至尊纪念版,人人租精选商城,深圳市福田区机帮帮数码商行,1887.00,3.38,2889.00
手机,358411,优选95新 小米11国行全网通5G直播手机 可短租,小米,小米11,人人租精选商城,苏州兴旺租赁有限公司,1300.00,2.86,2100.00
手机,358497,小米11Ultra 5G 全网通 高端旗舰安卓之光,小米,小米11 Ultra,深圳市龙岗区小象通讯设备店,深圳市龙岗区小象通讯设备店,2700.00,4.97,3197.00
手机,33817,小米9 SE 水滴全面屏  双卡双待 二手手机,小米,小米9 SE,晟帆租机,北京晟帆通讯设备中心,910.00,1.97,1199.00
手机,264017,99新 小米MIX4 骁龙888+ 哈曼卡顿双扬声器,小米,小米MIX 4,斯塔克租机,深圳益佳电子商务有限公司,2700.00,6.24,3720.00
手机,325922,90-95新 小米10至尊纪念版 骁龙865 4800万像素,小米,小米10 至尊纪念版,玄月通讯租赁店,深圳市福田区玄月电子商行,1800.00,4.11,2600.00
手机,352373,优选9新 小米9全网通手机 双卡双待 量大优惠 现货秒发,小米,小米9,人人租精选商城,苏州兴旺租赁有限公司,1000.00,1.78,1500.00
手机,349581,精选9新 小米8青春版全网通手机 可短租 大量现货 租多优惠,小米,小米8 青春版,人人租精选商城,苏州振硕租赁有限公司,400.00,1.04,649.00
手机,102588,小米11青春版  骁龙780G处理器 AMOLED柔性直屏,小米,小米11 青春版,方便租,北京华启时代科技有限公司,1599.00,4.38,2078.70
手机,357789,95新 小米11青春版 骁龙780G 全网通 5G手机,小米,小米11 青春版,福州鑫铖通讯设备租赁,闽侯县上街镇郑明菲电子产品经营部,1050.00,1.91,1251.00
手机,333513,严选9新 小米6X手机 小米6x全网通 可短租 量大优惠 ,小米,小米6X,人人租精选商城,苏州鑫腾达租赁有限公司,350.00,0.95,595.00
手机,349573,精选9新 小米8国行全网通手机 可短租 量大优惠,小米,小米8,人人租精选商城,苏州振硕租赁有限公司,600.00,1.37,949.00
手机,320129,小米MIX Fold2 折叠屏手机轻薄5g 骁龙8+处理器 ,小米,小米MIX FOLD2,天语租机,北京茗飞设备租赁中心,7818.00,18.87,10034.00
手机,202657,小米MIX2  安卓 全面屏游戏手机,小米,小米MIX 2,短租王,北京茗飞设备租赁中心,650.00,2.05,910.00
手机,207892,量大有货 小米MIX2手机 游戏影音娱乐 全面屏,小米,小米MIX 2,中恒华启,深圳市中恒华启科技有限公司,700.00,1.64,1299.00
手机,230227, 95新 小米10S 骁龙870 哈曼卡顿双扬立体声 5G,小米,小米10S,盈通数码科技有限公司,东莞市盈讯电子商务有限公司,2420.00,5.69,2403.50
手机,226558,小米10  双模5G 骁龙865 1亿像素8K电影相机,小米,小米10,龙景恒晟16406,内蒙古龙景恒晟科技发展有限公司,1899.00,3.61,2899.00
手机,137359,租手机 小米8手机 安卓手机 考试游戏专用9新以上饶龙845,小米,小米8,合舟租赁,姑苏区合舟贸易商行,800.00,4.44,0.00
手机,250637, 小米8 4G全网通 高通骁龙845 量大优惠,小米,小米8,大红门租机,北京创杰设备租赁有限公司,732.00,2.43,988.00
手机,313359, 95新 小米12S Ultra 徕卡光学镜头 2K超视感屏,小米,小米12S Ultra,易享至臻,深圳黑松科技有限公司,4500.00,9.64,5440.00
手机,304310,全新vivo iQOO11 全感操控系统 第二代骁龙8处理器,vivo,vivo iQOO 11,vivo品牌租赁店铺,广州人人租供应链服务有限公司,4999.00,8.97,5082.76
手机,277584,全新 vivo X90 新一代自研芯片 120W超快闪充,vivo,vivo X90,vivo品牌租赁店铺,广州人人租供应链服务有限公司,4999.00,8.81,4809.00
手机,356829,预售-全新vivo X Flip折叠屏手手机 悬停蔡司影像 ,vivo,vivo X Flip,vivo品牌租赁店铺,广州人人租供应链服务有限公司,6699.00,13.15,7798.70
手机,356830,预售-全新 vivo X Fold2 120Hz折叠巨幕手机,vivo,vivo X Fold2,vivo品牌租赁店铺,广州人人租供应链服务有限公司,9999.00,19.72,11698.70
手机,304541,全新国行 vivo iQOO 10 电竞游戏手机 顺丰包邮,vivo,vivo iQOO 10,商家精选,广州研趣信息科技有限公司,3899.00,8.34,4289.00
手机,291420,全新vivo iQOO11 Pro 200W闪充自研芯片V2,vivo,vivo iQOO 11 Pro,vivo品牌租赁店铺,广州人人租供应链服务有限公司,5999.00,11.34,6499.00
手机,354266,99新 vivo X80 5G全网通 吃鸡神器游戏手机,vivo,vivo X80,二手严选商城,广州人人租供应链服务有限公司,2900.00,6.34,3640.00
手机,347286,全新iQOO Z7 120Hz高刷七重护眼竞速屏 包邮,vivo,vivo iQOO Z7,商家精选,广州研趣信息科技有限公司,1899.00,3.69,2193.00
手机,277600,全新vivo X90 Pro+ 第二代骁龙8移动平台,vivo,vivo X90 Pro+,vivo品牌租赁店铺,广州人人租供应链服务有限公司,6999.00,16.43,8449.00
手机,294486,全新vivo S16 新品5G手机 前置5000万追焦镜头,vivo,vivo S16,vivo品牌租赁店铺,广州人人租供应链服务有限公司,3299.00,6.56,3224.00
手机,277596,全新vivo X90 Pro 天玑9200 120W超快闪充,vivo,vivo X90 Pro,vivo品牌租赁店铺,广州人人租供应链服务有限公司,5999.00,12.33,6499.00
手机,344856,全新vivo iQOO Neo7 竞速版 第一代 骁龙8+,vivo,vivo iQOO Neo7 竞速版,商家精选,广州研趣信息科技有限公司,3269.00,5.90,3499.00
手机,294543,全新vivo S16 Pro 新品5G手机全新双面柔光人像,vivo,vivo S16 Pro,vivo品牌租赁店铺,广州人人租供应链服务有限公司,3599.00,7.66,3869.00
手机,344472,全新vivo IQOO Neo7 天玑9000+ 旗舰性能,vivo,vivo iQOO Neo7,商家精选,广州研趣信息科技有限公司,3599.00,6.16,3539.00
手机,291422,全新vivo iQOO Neo7 SE 天玑8200处理器,vivo,vivo iQOO Neo7 SE,vivo品牌租赁店铺,广州人人租供应链服务有限公司,2899.00,5.69,2729.00
手机,344477,全新国行vivo X Note 7英寸超感宽幕 骁龙8芯片,vivo,vivo X Note,商家精选,广州研趣信息科技有限公司,6699.00,8.96,5664.00
手机,344483,全新国行vivo iQOO10 Pro 电竞游戏手机顺丰包邮,vivo,vivo iQOO 10 Pro,商家精选,广州研趣信息科技有限公司,5399.00,8.43,5499.00
手机,303751,95新vivo IQOO9 E5超视网膜屏 全感操作系统,vivo,vivo iQOO 9,二手严选商城,广州人人租供应链服务有限公司,2550.00,4.71,2946.00
手机,243941,全新vivo iQOO Z6x 全网通 顺丰包邮,vivo,vivo  iQOO Z6X,玉林盛科技,深圳市玉林盛科技有限公司,1599.00,2.79,1535.00
手机,273844,全新vivo IQOO Neo7 天玑9000+ 旗舰性能,vivo,vivo iQOO Neo7,vivo品牌租赁店铺,广州人人租供应链服务有限公司,3599.00,7.66,3599.00
手机,275657,全新vivo iQOO Z7X 性能续航小超人 闪充巨能量,vivo,vivo iQOO Z7x,vivo品牌租赁店铺,广州人人租供应链服务有限公司,1399.00,2.78,1679.00
手机,275715,全新vivo iQOO Z7i 强劲续航 5G小超人,vivo,vivo iQOO Z7i,vivo品牌租赁店铺,广州人人租供应链服务有限公司,899.00,1.98,1155.00
手机,277584,全新 vivo X90 新一代自研芯片 120W超快闪充,vivo,vivo X90,vivo品牌租赁店铺,广州人人租供应链服务有限公司,4999.00,8.81,4809.00
手机,289797,全新VIVO IQOO11 未来电竞手机 IQOO 11,vivo,vivo iQOO 11,友和通讯,湘潭市雨湖区友和通讯器材经营部,4999.00,7.83,4738.70
手机,290019,全新vivo X Fold+ 折叠屏 双屏幕 5G智能手机,vivo,vivo X Fold+,宿州多咪网络科技有限公司,宿州多咪网络科技有限公司,10999.00,24.65,12998.00
手机,291420,全新vivo iQOO11 Pro 200W闪充自研芯片V2,vivo,vivo iQOO 11 Pro,vivo品牌租赁店铺,广州人人租供应链服务有限公司,5999.00,11.34,6499.00
手机,298252,全新vivo iQOO Neo7竞速版 骁龙8+ 包顺丰 ,vivo,vivo iQOO Neo7 竞速版,玉林盛科技,深圳市玉林盛科技有限公司,3599.00,6.90,3639.00
手机,304310,全新vivo iQOO11 全感操控系统 第二代骁龙8处理器,vivo,vivo iQOO 11,vivo品牌租赁店铺,广州人人租供应链服务有限公司,4999.00,8.97,5082.76
手机,304425,全新vivo iQOO11 全感操控系统 第二代骁龙8处理器,vivo,vivo iQOO 11,鼎鹏租赁 ,深圳市邦诚智能科技有限公司,4999.00,7.90,5234.81
手机,318951,VIVO IQOO10 vivoiqoo10 iqoo 10,vivo,vivo iQOO 10,家家租2店,深圳市天天租电子科技有限公司,3899.00,6.86,4220.00
手机,326995,vivo iQOONeo7竞速版 骁龙8+旗舰芯片 5G手机,vivo,vivo iQOO Neo7 竞速版,蓉易购租机商城,四川蓉易购网络科技有限公司,3299.00,6.90,3638.70
手机,323826,全新vivo iQOO11Pro未拆封双卡双待安心租租物,vivo,vivo iQOO 11 Pro,金熙数码文化,东莞市宇锘文化传播有限公司,5999.00,9.97,6498.70
手机,277600,全新vivo X90 Pro+ 第二代骁龙8移动平台,vivo,vivo X90 Pro+,vivo品牌租赁店铺,广州人人租供应链服务有限公司,6999.00,16.43,8449.00
手机,296117,全新VIVO VIVOS16 新款手机,vivo,vivo S16,友和通讯,湘潭市雨湖区友和通讯器材经营部,3299.00,5.34,3248.00
手机,324814,新品上市vivo iQOO11Pro现货速发 3.8,vivo,vivo iQOO 11 Pro,信盈通,深圳市信盈通网络科技有限公司,5999.00,9.97,6498.70
手机,294486,全新vivo S16 新品5G手机 前置5000万追焦镜头,vivo,vivo S16,vivo品牌租赁店铺,广州人人租供应链服务有限公司,3299.00,6.56,3224.00
手机,289827,全新未拆封 vivo X90 Pro+ 自研芯片V2,vivo,vivo X90 Pro+,宿州多咪网络科技有限公司,宿州多咪网络科技有限公司,6999.00,14.24,8448.00
手机,320497,全新国行vivo iQOO10 电竞游戏手机顺丰包邮 4.7,vivo,vivo iQOO 10,佳丽娜,深圳市信盈通网络科技有限公司,3899.00,7.26,4938.00
手机,304886,全新 vivo iQOO Neo7竞速版 5G游戏电竞手机,vivo,vivo iQOO Neo7 竞速版,斑马租赁,四川畅享缤纷科技有限公司,3599.00,6.30,3638.00
手机,291422,全新vivo iQOO Neo7 SE 天玑8200处理器,vivo,vivo iQOO Neo7 SE,vivo品牌租赁店铺,广州人人租供应链服务有限公司,2899.00,5.69,2729.00
手机,345764,全新vivo Y35  双模5G芯片 大容量电池,vivo,vivo Y35,戴鑫租机,秦皇岛市北戴河新区戴鑫商贸有限公司,1299.00,2.80,1365.00
手机,303968,全新vivo X Fold+ 折叠屏 双屏幕 5G智能手机,vivo,vivo X Fold+,米欧数码,深圳米欧实业有限公司,10999.00,21.91,12998.70
手机,297955,全新VIVOX90Pro顺丰包邮,vivo,vivo X90 Pro,择物,洛阳久久实业有限公司,4200.00,19.56,7140.00
手机,310808,vivo s16e,vivo,vivo S16e,衡水市桃城区尚盼通讯器材经销处,衡水市桃城区尚盼通讯器材经销处,2200.00,7.12,3199.00
手机,294496,全新vivo S16e 旗舰性能5G手机 120H超感竞速屏,vivo,vivo S16e,vivo品牌租赁店铺,广州人人租供应链服务有限公司,2499.00,5.42,2708.00
手机,298540,全新 IQOO11现货半小时速发性能超强,vivo,vivo iQOO 11,利鑫飞恒数码,浏阳市集里利鑫飞恒科技服务部,4999.00,9.15,5540.00
手机,277596,全新vivo X90 Pro 天玑9200 120W超快闪充,vivo,vivo X90 Pro,vivo品牌租赁店铺,广州人人租供应链服务有限公司,5999.00,12.33,6499.00
手机,294543,全新vivo S16 Pro 新品5G手机全新双面柔光人像,vivo,vivo S16 Pro,vivo品牌租赁店铺,广州人人租供应链服务有限公司,3599.00,7.66,3869.00
手机,295737,新款vivo S16 高通骁龙870  66W闪充 5G手机,vivo,vivo S16,鸿城租赁,深圳市鸿城源科技有限公司,3299.00,5.91,3508.00
手机,296189,全新vivo iQOO11 Pro 200W闪充自研芯片V2,vivo,vivo iQOO 11 Pro,宿州多咪网络科技有限公司,宿州多咪网络科技有限公司,5999.00,10.95,6498.00
手机,297142,全新VIVO X90 FIFA卡塔尔世界杯全球唯一官方手机,vivo,vivo X90,亚信通讯,漳平市环亚通讯设备经营部,4999.00,8.76,5198.00
手机,333718,全新 vivo iQOO Z7 新品上市120W 超快闪充,vivo,vivo iQOO Z7,立即租,合肥市包河区顿曹数码产品行,1899.00,3.50,2078.70
手机,338486,全新国行VIVO iQOO Z7新品上市iQOOZ7,vivo,vivo iQOO Z7,友和通讯,湘潭市雨湖区友和通讯器材经营部,1999.00,3.72,2208.00
手机,344472,全新vivo IQOO Neo7 天玑9000+ 旗舰性能,vivo,vivo iQOO Neo7,商家精选,广州研趣信息科技有限公司,3599.00,6.16,3539.00
手机,350308,全新vivo iQOO Z7 120Hz高刷七重护眼竞速屏,vivo,vivo iQOO Z7,vivo品牌租赁店铺,广州人人租供应链服务有限公司,1899.00,3.69,2193.00
手机,311096,全新上市未拆封vivo X90 5G 拍照 手机 顺丰包邮,vivo,vivo X90,久客科技,新沂市久客通讯器材店,4999.00,13.17,4808.00
手机,338899,1.ViVO iQOONeo7竞速版,vivo,vivo iQOO Neo7 竞速版,潮聚数码,太原市万柏林区潮聚数码店,2799.00,6.90,3636.00
手机,334044,全新 vivo iQOO Z7x长续航手机闪充iqooz7x,vivo,vivo iQOO Z7x,真爱租苹果小米红米手机店,合肥市庐阳区娟庆日用百货经营部,1499.00,2.84,1688.70
手机,351261,全新 vivo X90 新一代自研芯片 120W超快闪充,vivo,vivo X90,商家精选,广州研趣信息科技有限公司,4999.00,7.98,4809.00
手机,326458,全新vivo iQOO11PRO顺丰发货 审批极快 ,vivo,vivo iQOO 11 Pro,森林数码,深圳市霏立贸易有限公司,5499.00,10.68,6398.00
